Titel,Teaser,Datum,Link,Inhalt
"AVISO: Morgen, 10.30 Uhr: Erstes Pressestatement Werner Kogler ""Aktuelles nach dem Wahlsonntag""",Wien (OTS) - Einladung zum Presse-Statement des Grünen Bundessprechers Werner Kogler,2019-10-01T13:45:35+02:00,https://www.ots.at/presseaussendung/OTS_20191001_OTS0142/aviso-morgen-1030-uhr-erstes-pressestatement-werner-kogler-aktuelles-nach-dem-wahlsonntag,"Wien (OTS) -Einladung zum Presse-Statement des Grünen Bundessprechers Werner KoglerThema: Aktuelles nach dem WahlsonntagDie VertreterInnen der Medien sind herzlich willkommen.Presse-Statement Werner Kogler ""Aktuelles nach der Wahl""Datum:02.10.2019, 10:30 UhrOrt:Hotel de France, Raum GlorietteSchottenring 3, 1010 Wien, ÖsterreichOTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | FMBprintRückfragen & KontaktDie GrünenGabi Zornig0664 8317486presse@gruene.atStichworteGrüneWahl2019AVISOKoglerTerminWienChannelPolitik"
"AVISO: Morgen, 28.9. - Grüne Schlussoffensive: ""Laufen bis zuletzt"" - Werner Kogler auf Markttour","Wien (OTS) - Einladung zur Grünen Schlussoffensive - ""Laufen bis zuletzt""",2019-09-27T14:29:18+02:00,https://www.ots.at/presseaussendung/OTS_20190927_OTS0158/aviso-morgen-289-gruene-schlussoffensive-laufen-bis-zuletzt-werner-kogler-auf-markttour,"Wien (OTS) -Einladung zur Grünen Schlussoffensive - ""Laufen bis zuletzt""Werner Kogler, Spitzenkandidat der Grünen, besucht in den letzten 24 Stunden bis zur Nationalratswahl noch diverse Märkte in Wien und kämpft bis zum Schluss um jede Stimme für das Grüne Comeback.10.30 Uhr: Viktor-Adler Markt, 1100 Wien11.45 Uhr: Karmelitermarkt, 1020 Wien16.45 Uhr: Flohmarkt Neubaugasse, 1070 WienDie VertreterInnen der Medien sind herzlich willkommen.Werner Kogler - Schlussoffensive: Marktbesuch am Viktor-Adler MarktDatum:28.09.2019, 10:30 UhrOrt:Viktor-Adler-Markt1100 Wien, ÖsterreichOTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | FMBprintRückfragen & KontaktDie GrünenGabi Zornig0664 8317486presse@gruene.atStichworteTerminWienGrüneKoglerWahlenPolitikChannelPolitik"
"Grüne zu OMV-Aktion: Die Jugend nimmt ihre Zukunft in die Hand, raus aus fossiler Energie, rein in Erneuerbare","Salzer, Stögmüller und Reimon unterstützen OMV-Blockade der Grünalternativen Jugend",2019-09-26T10:54:18+02:00,https://www.ots.at/presseaussendung/OTS_20190926_OTS0103/gruene-zu-omv-aktion-die-jugend-nimmt-ihre-zukunft-in-die-hand-raus-aus-fossiler-energie-rein-in-erneuerbare,"Salzer, Stögmüller und Reimon unterstützen OMV-Blockade der Grünalternativen JugendWien (OTS) -Gemeinsam mit vielen jungen AktivistInnen haben die Grünen NationalratskandidatInnen Irmi Salzer, David Stögmüller und Michel Reimon heute vor dem Ölhafen der OMV den Ausstieg aus Öl und Gas gefordert. „Das fossile Zeitalter geht zu Ende. Jetzt gilt es, in eine Grüne Zukunft aufzubrechen“, betonen die KandidatInnen unisono.„Große Energiekonzerne wie die OMV zerstören unsere Zukunft. Wir müssen raus aus Öl und Gas“, fordert Salzer. „Die Politik muss ihre Verantwortung übernehmen und die OMV in ein Grünes Energieunternehmen umbauen.“„Nach dem Bundesrat und Nationalrat den Klimanotstand ausgerufen haben, müssen auch Taten folgen. Wir wollen 100 Prozent erneuerbare Energien und das schnell. Das muss auch die OMV verstehen. Fossile Energie ist Energie der Vergangenheit“, sagt Stögmüller.""Schöne Worte und zahnlose Beschlüsse reichen nicht. Wenn in der Klimapolitik weiter nichts geschieht, werden die Proteste und Blockaden immer vehementer werden und das völlig zurecht. Hier wird eine Generation politisiert, die das Versagen der Politik der letzten Jahre nicht hinnehmen will und ihre Zukunft selber in die Hand nimmt. Man kann sie ignorieren oder unterstützen - wegschauen gibt's in dieser Frage nicht"", sagt Michel Reimon.OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | FMBprintRückfragen & KontaktDie GrünenFlorian Berger0660 7730311presse@gruene.atStichworteGrüneAktionEnergiequellenJugendÖlUmweltRessourcenGesellschaftBevölkerungChannelPolitikChronik"
Gewessler: Mehr Tempo in der Energiewende notwendig,Grüne: Ökostrompaket und Ölheizungsverbot im Neubau nur Tropfen auf dem heißen Stein,2019-09-26T09:17:21+02:00,https://www.ots.at/presseaussendung/OTS_20190926_OTS0052/gewessler-mehr-tempo-in-der-energiewende-notwendig,"Grüne: Ökostrompaket und Ölheizungsverbot im Neubau nur Tropfen auf dem heißen SteinWien (OTS) -""Das gestern beschlossene Ökostrom-Notfallpaket ist nicht mehr als ein Tropfen auf dem heißen Stein und nur dazu gut, die Versäumnisse der letzten Jahre abzufedern. Es verhindert den kompletten Einbruch des Photovoltaik-Ausbaus. Aber wer eine Notfallsmaßnahme als großen Erfolg feiert, ist angesichts der Klimakrise auf dem Irrweg"", kritisiert Leonore Gewessler, Listenzweite der Grünen, den unzureichenden Nationalratsbeschluss zu den Erneuerbaren Energien. ""Die Stop-and-Go-Politik bei den Erneuerbaren Energien gefährdet so auch Arbeitsplätze in Österreich, etwa in der Windenergiebranche.""""Für die Windenergie sind die gestern bewilligten Mittel nichts als ein Vorgriff auf künftige Jahre. Sie reichen ausschließlich für bereits genehmigte Projekte, die zum Teil schon Jahre in der Warteschlange sind. Für neue Projekte hingegen fehlt jede Planungssicherheit"", betont Gewessler. ""Wir fahren bei der Energiewende somit weiter mit angezogener Handbremse, anstatt endlich mehrere Gänge zuzulegen.""""Das gestern ebenfalls beschlossene Verbot für den Einbau von Ölheizungen im Neubau ist ein symbolischer Akt, wird aber kaum zum Tragen kommen, weil die Österreicherinnen und Österreicher der Politik hier längst voraus sind. Ölheizungen spielen im Neubau de facto keine Rolle mehr, die klimapolitische Herausforderung liegt im Ersatz der fossilen Öl- und Gasheizungen im Gebäudebestand,"" sagt Gewessler.""Wer Klimanotsstand sagt, muss umfassende Maßnahmen folgen lassen: Ein Ökostrom-Gesetz, das den raschen Ausbau planbar macht und die Finanzierung langfristig sicherstellt. Gesetzliche Rahmenbedingungen und Fördermittel für die umfassende thermische Sanierung und den Ausstieg aus fossilen Energien beim Heizen. Das wären Bausteine mutiger Klimapolitik, und nicht nur Schein und Show. Dafür braucht es starke Grüne im kommenden Nationalrat,"" sagt Gewessler.OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | FMBprintRückfragen & KontaktDie GrünenThomas Hohenberger0680 2455256presse@gruene.atStichworteGrüneUmweltErneuerbareNationalratPolitik-ParlamentChannelPolitikChronik"
"Kogler: Handeln, nicht länger warten – Klimaschutz braucht Mut",Unterlassungstäter beim Klimaschutz sitzen in Nationalrat und Regierung,2019-09-25T12:46:10+02:00,https://www.ots.at/presseaussendung/OTS_20190925_OTS0138/kogler-handeln-nicht-laenger-warten-klimaschutz-braucht-mut,"Unterlassungstäter beim Klimaschutz sitzen in Nationalrat und RegierungWien (OTS) -""Der heute veröffentlichte Bericht des Weltklimarates zeigt einmal mehr: Die Zeit läuft uns weiter davon"", sagt Werner Kogler, Bundessprecher der Grünen, anlässlich des heute präsentierten IPCC-Berichts. ""Eines wird in diesem Bericht besonders deutlich: Das Warten muss ein Ende haben. Die Grünen haben dazu gemeinsam mit namhaften WissenschaftlerInnen des #forumFUTURE ein Sieben-Punkte-Programm für den Klimaschutz erarbeitet"", sagt Kogler.Dieses umfasst neben einer ökosozialen Steuerreform mit Öko-Bonus den Ausbau der Bahn, das Aus für Neuzulassungen von Pkw mit Verbrennungsmotoren ab 2028, das Eine-Million-Dächer-Programm beim Solarausbau sowie die thermischen Gebäudesanierung. Weitere Maßnahmen sind der Einstieg in die Kreislaufwirtschaft mit flächendeckendem Pfandsystem und ein verpflichtender Klimacheck für alle Gesetze.Von Seiten des Climate Change Center Austria wurde heute eine wissenschaftliche Bewertung der Klimaprogramme der Parteien präsentiert. Die Grünen haben dabei in beiden Kategorien am besten abgeschnitten.""Jahrelang wurde von Unterlassungstätern in Nationalrat und Regierung der Klimaschutz sträflich vernachlässigt. Ein wenige Tage vor der Wahl eingebrachter Entschließungsantrag zum Klimanotstand kann das Versagen von ÖVP, SPÖ und FPÖ beim Klimaschutz nicht ausgleichen. Wie viel die heutigen Klimaschutz-Bekenntnisse wirklich wert sind, werden die vom nächsten Nationalrat und der nächsten Regierung gesetzten Maßnahmen zeigen"", sagt Kogler.""Wir stehen vor einer Zeitenwende, jede weitere Verzögerung bringt uns der drohenden Klimakatastrophe näher. Die Wahl am Sonntag ist zuallererst eine Entscheidung darüber, ob Klimaschutz künftig konsequent betrieben wird oder weiter ein Schattendasein führt. Die Grünen wollen den Klimaschutz wieder zurück ins Parlament bringen"", sagt Kogler.OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | FMBprintRückfragen & KontaktDie GrünenGabi Zornig0664 8317486presse@gruene.atStichworteGrüneKlimaNationalratUmweltPolitik-ParlamentChannelPolitikChronik"
Fiesel: FPÖ muss Hetzkommentar „vergast die grünen“ sofort löschen,Grüne behalten sich rechtlichen Schritte vor,2019-09-24T13:26:13+02:00,https://www.ots.at/presseaussendung/OTS_20190924_OTS0142/fiesel-fpoe-muss-hetzkommentar-vergast-die-gruenen-sofort-loeschen,"Grüne behalten sich rechtlichen Schritte vorWien (OTS) -Seit vergangenem Sonntag scheint auf dem FPÖ-Youtube-Kanal ""FPÖ-TV"" zum Livestream vom Frühschoppen der FPÖ am Oktoberfest Hartberg mit Klubobmann Kickl und dem steirischen Klubobmann Kunasek ein Kommentar mit dem Wortlaut ""vergast die grünen"" auf. Siehe Screenshot.""Die FPÖ wird offenbar die rechtsextremen Geister, die sich heraufbeschworen hat, nicht mehr los. Ich fordere die Verantwortlichen bei der FPÖ auf, den verhetzenden Kommentar, der bereits den dritten Tag auf FPÖ-TV aufscheint, sofort zu löschen. Andernfalls behalten sich die Grünen alle rechtlichen Schritte vor"", sagt Thimo Fiesel, Wahlkampfleiter der Grünen.OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | FMBprintRückfragen & KontaktDie GrünenThomas Hohenberger0680 2455256presse@gruene.atStichworteGrüneFPÖVerhetzungChannelPolitikChronik"
Ernst-Dziedzic: Rückschritte beim Gewaltschutz verhindern – ExpertInnen ernst nehmen,Grüne: Aufstockung der Budgetmittel statt unausgegorener Gesetzesbeschlüsse,2019-09-24T12:43:09+02:00,https://www.ots.at/presseaussendung/OTS_20190924_OTS0127/ernst-dziedzic-rueckschritte-beim-gewaltschutz-verhindern-expertinnen-ernst-nehmen,"Grüne: Aufstockung der Budgetmittel statt unausgegorener GesetzesbeschlüsseWien (OTS) -""Wir Grünen schließen uns aus Überzeugung dem Protest der Zivilgesellschaft im Vorfeld der morgigen Nationalratssitzung an. Die geplanten Beschlüsse, etwa das sogenannte Gewaltschutzpaket, sind eine gefährliche Drohung,"" sagt Ewa Ernst-Dziedzic, Grüne Bundesrätin und NR-Kandidatin. ""Justiz und Opferschutzeinrichtungen warnen vor dem geplanten Gesetz zum Gewaltschutz, 60 fundierte Stellungnahmen wurden ignoriert und die Einschätzungen der ExpertInnen torpediert. Das wären in Gesetz gegossene Verschlechterungen sowohl für die Opfer als auch für die Sicherheit.""Per Initiativantrag wollen ÖVP und FPÖ morgen ein Paket zu Strafverschärfungen bei einer Reihe von Gewalt- und Sexualdelikten beschließen. Ernst-Dziedzic: ""Auch die ExpertInnen der entsprechenden Task Force im Vorfeld distanzieren sich vom Gesetzesantrag und Justizminister Jabloner äußert schwere Bedenken. Aber Türkis-Blau will in trauter Zweisamkeit trotzdem massive Verschlechterungen für Frauen in Österreich durchpeitschen. Das betrifft ganz besonders die Umwandlung der Verschwiegenheitspflicht in eine Meldepflicht.""""Law-and-Order-Politik wird nicht zu einer Reduktion von Gewalt in Österreich führen. Für die Änderungen gibt es keinerlei sachliche Begründung. Im Gegenteil: Die geplante Gesetzesänderung birgt sogar das Risiko eines Anstiegs der Gewalt"", sagt Ernst-Dziedzic. ""Statt einer Änderung der Anzeigepflicht braucht es eine deutliche Aufstockung der Budgetmittel für den Gewaltschutz und mehr Strukturen zur Vernetzung der Opfereinrichtungen sowie eine bessere Finanzierung von Fachberatung statt Kürzung der Ressourcen bei Frauen.""""Es braucht mehr Druck und noch mehr Bewusstseinsbildung. Die Istanbul-Konvention ist die beste Waffe, um Frauen zu schützen, da hat Österreich dringenden Nachholbedarf. Wir werden nicht locker lassen, um tatsächliche Verbesserungen für Frauen zu erreichen"", betont Ernst-Dziedzic.OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | FMBprintRückfragen & KontaktDie GrünenFlorian Berger0660 7730311presse@gruene.atStichworteGrüneErnst-DziedzicFrauenNationalratGewaltschutzPolitik-ParlamentChannelPolitik"
"AVISO Morgen: Grüne PK:„SOS Klima - Elementare Bausteine für wirkungsvollen Klimaschutz“ mit Kogler, Gewessler und #forumFUTURE",Einladung zur Grünen Pressekonferenz „SOS Klima – Elementare Bausteine für wirkungsvollen Klimaschutz“,2019-09-22T11:40:59+02:00,https://www.ots.at/presseaussendung/OTS_20190922_OTS0026/aviso-morgen-gruene-pksos-klima-elementare-bausteine-fuer-wirkungsvollen-klimaschutz-mit-kogler-gewessler-und-forumfuture,"Einladung zur Grünen Pressekonferenz „SOS Klima – Elementare Bausteine für wirkungsvollen Klimaschutz“Wien (OTS) -Kompetenzforum #forumFUTURE kooperiert mit den Grünen: Vorreiterrolle Österreichs und Europas in der Klimapolitik durch Transformation und InnovationMit:Werner Kogler, Spitzenkandidat und Bundessprecher der GrünenLeonore Gewessler, Listenzweite der Grünen für die NR-WahlKarl Aiginger, Leiter der Querdenkerplattform Wien Europa - Policy Crossover CenterReinhold Lang, Institut für Polymeric Materials and Testing, Johannes Kepler UniversitätKarl Steininger, Wegener Center für Klima und Globalen Wandel an der Universität GrazWann: Morgen, Montag, 23. September, 10.30 UhrWo: Town Town Sky Lounge, 6. Stock, Würtzlerstraße 3, 1030 WienDie VertreterInnen der Medien sind herzlich willkommen.OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | FMBprintRückfragen & KontaktDie GrünenBernd Pekari,presse@gruene.atStichworteGrüneKlimaschutzChannelPolitik"
Grüne: Tiefe Trauer um Marko Feingold,"Wien (OTS) - Mit großer Trauer haben wir heute vom Ableben Marko Feingolds gehört. Wir sind dankbar für die vielen Jahre, in denen er der österreichischen Gesellschaft einen Spiegel vorhalten konnte und mit...",2019-09-20T13:11:34+02:00,https://www.ots.at/presseaussendung/OTS_20190920_OTS0203/gruene-tiefe-trauer-um-marko-feingold,"Wien (OTS) -Mit großer Trauer haben wir heute vom Ableben Marko Feingolds gehört. Wir sind dankbar für die vielen Jahre, in denen er der österreichischen Gesellschaft einen Spiegel vorhalten konnte und mit seinem Engagement für gesellschaftliche Bewusstseinsarbeit beeindruckt hat.Uns allen, die mit ihm sprechen konnten oder die ihn im öffentlichen Leben oder auf der Bühne des Burgtheaters im Stück „Die letzten Zeugen“ gesehen haben, wird er als Kämpfer für Menschlichkeit und Wahrhaftigkeit in Erinnerung bleiben.Marko Feingold zählt zu den Menschen, die diese Republik insbesondere in den letzten Jahren mit ruhiger Stimme geprägt haben. Dafür bleibt uns nur größter Respekt. Unser tiefes Mitgefühl gilt seiner Familie und seinen Freunden und Freundinnen. Wir wollen in diesen Stunden an sie denken.OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | FMBprintRückfragen & KontaktDie GrünenGabi Zornig0664 8317486presse@gruene.atStichworteGrüneChannelPolitikChronik"
"AVISO: 23.9., 10.30h, Grüne PK:„SOS Klima - Elementare Bausteine für wirkungsvollen Klimaschutz“ mit Kogler, Gewessler und #forumFUTURE",Wien (OTS) - Einladung zur Grünen Pressekonferenz „SOS Klima – Elementare Bausteine für wirkungsvollen Klimaschutz“ –,2019-09-20T12:29:45+02:00,https://www.ots.at/presseaussendung/OTS_20190920_OTS0174/aviso-239-1030h-gruene-pksos-klima-elementare-bausteine-fuer-wirkungsvollen-klimaschutz-mit-kogler-gewessler-und-forumfuture,"Wien (OTS) -Einladung zur Grünen Pressekonferenz „SOS Klima – Elementare Bausteine für wirkungsvollen Klimaschutz“ –Kompetenzforum #forumFUTURE kooperiert mit den Grünen: Vorreiterrolle Österreichs und Europas in der Klimapolitik durch Transformation und InnovationMit:Werner Kogler, Spitzenkandidat und Bundessprecher der GrünenLeonore Gewessler, Listenzweite der Grünen für die NR-WahlKarl Aiginger, Leiter der Querdenkerplattform Wien Europa - Policy Crossover CenterReinhold Lang, Institut für Polymeric Materials and Testing, Johannes Kepler UniversitätKarl Steininger, Wegener Center für Klima und Globalen Wandel an der Universität GrazWann:Montag, 23. September, 10.30 UhrWo:Town Town Sky Lounge, 6. Stock, Würtzlerstraße 3, 1030 WienDie VertreterInnen der Medien sind herzlich willkommen.Grüne PK:„SOS Klima - Elementare Bausteine für wirkungsvollen Klimaschutz“ mit Kogler, Gewessler und #forumFUTUREDatum:23.09.2019, 10:30 UhrOrt:Kubus, Town Town Büro der Wiener Grünen und der Grünen Bundespartei, Sky Lounge, 6. StockWürtzlerstraße 3/3, 1030 Wien, ÖsterreichOTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | FMBprintRückfragen & KontaktDie GrünenFlorian Berger0660 7730311presse@gruene.atStichworteTerminWienGrüneKlimaWissenschaftUmweltChannelPolitikChronik"
"AVISO: Freitag, 27.9., 10h, Grüner Wahlkampfabtakt mit Kogler, Gewessler u.a.","Wien (OTS) - Einladung zum Wahlkampf-Abtakt ""Endspurt zur Klimawahl"" der österreichischen Grünen mit",2019-09-20T11:48:48+02:00,https://www.ots.at/presseaussendung/OTS_20190920_OTS0151/aviso-freitag-279-10h-gruener-wahlkampfabtakt-mit-kogler-gewessler-ua,"Wien (OTS) -Einladung zum Wahlkampf-Abtakt ""Endspurt zur Klimawahl"" der österreichischen Grünen mitWerner Kogler, Spitzenkandidat und Bundessprecher der GrünenLeonore Gewessler, Listenzweite der Grünen für die NR-Wahlund vielen weiteren KandidatInnenDie VertreterInnen der Medien sind herzlich willkommen.Grüner Wahlkampfabtakt ""Endspurt zur Klimawahl"" mit Kogler, GewesslerDatum:27.09.2019, 10:00 UhrOrt:Sigmund Freud Park1090 Wien, ÖsterreichOTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | FMBprintRückfragen & KontaktDie GrünenFlorian Berger0660 7730311presse@gruene.atStichworteTerminWienGrüneChannelPolitik"
Fiesel: Kurz will Neuauflage der Ibiza-Skandal-Koalition,"Wem der Rechtsstaat und das Ansehen Österreichs ein echtes Anliegen ist, der darf keine Koalition mit FPÖ eingehen",2019-09-20T11:19:12+02:00,https://www.ots.at/presseaussendung/OTS_20190920_OTS0134/fiesel-kurz-will-neuauflage-der-ibiza-skandal-koalition,"Wem der Rechtsstaat und das Ansehen Österreichs ein echtes Anliegen ist, der darf keine Koalition mit FPÖ eingehenWien (OTS) -„Die heutigen Aussagen von ÖVP-Chef Kurz lassen keinen Zweifel: Kurz setzt all seine Hoffnung in die Neuauflage der  türkis-blauen Ibiza-Skandal-Koalition. Die Ankündigung,  FPÖ-Rechtsausleger Kickl als Klubchef seines künftigen Koalitionspartners  zu akzeptieren, kommt einer Einladung gleich und zeigt, dass Kurz‘ Gerede von einer angeblich  notwendigen Distanz zu extrem rechten Gruppierungen nur leere Worte  sind. Diese Distanz besitzt Kickl nämlich sicher nicht“, sagt Thimo Fiesel,  Wahlkampfleiter der Grünen.„Türkis-Blau hat einen Scherbenhaufen hinterlassen, der im In- und  Ausland angerichtete Schaden ist enorm“, sagt Fiesel. Dies reiche von  blauen Überwachungsphantasien nach dem Vorbild Orbans über die  Unterwanderung der Nachrichtendienste und höre bei Postenschacher der  übelsten Sorte noch lange nicht auf. ""Dazu kommt eine ÖVP, die von einem  Parteispendenskandal in den nächsten stolpert, wo nun sogar die  Finanzmarktaufsicht prüft.""„Wem der  liberal-demokratische Rechtsstaat und das Ansehen Österreichs in der  Welt ein echtes Anliegen ist, der darf keine Koalition mit Hofer, Kickl  & Co. eingehen“, fordert Fiesel.OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | FMBprintRückfragen & KontaktDie GrünenFlorian Berger0660/7730311presse@gruene.atStichworteGrüneFieselBundesregierungWahlenKoalitionPolitik-ChannelPolitik"
Kogler: Junge kämpfen für Überlebensbedingungen der Menschheit,Jetzt geht‘s um notwendigen Ausstieg aus Fossil- und chancenreichen Einstieg ins Solar-Zeitalter,2019-09-20T11:06:21+02:00,https://www.ots.at/presseaussendung/OTS_20190920_OTS0126/kogler-junge-kaempfen-fuer-ueberlebensbedingungen-der-menschheit,"Jetzt geht‘s um notwendigen Ausstieg aus Fossil- und chancenreichen Einstieg ins Solar-ZeitalterWien (OTS) -""Die  Zeit zur Abwendung einer drohenden Klimakatastrophe läuft uns immer  schneller davon. Wir stehen an einer Zeitenwende, der richtige Zeitpunkt  für den Einstieg in den Umstieg ist jetzt und nicht erst in zehn oder  20 Jahren"", sagt Werner Kogler, Bundessprecher der Grünen, anlässlich  des heutigen Starts in die weltweite Klimawoche.""Die  Umsetzung von Maßnahmen darf nicht länger auf die lange Bank geschoben  werden, der notwendige Ausstieg aus dem Fossilzeitalter und der  chancenreiche Einstieg in das Solarzeitalter muss sofort in Angriff  genommen werden,"" sagt Kogler. Neben einer unabdingbaren Notwendigkeit  sei Klimaschutz und der Umstieg auf saubere Energie auch eine  Riesenchance für die Wirtschaft.""Die  jungen Menschen haben völlig Recht, wenn sie uns darauf hinweisen, dass  wir die letzte Generation sind, die noch erfolgreich handeln kann. Sie  kämpfen für die Überlebensbedingungen der Menschheit und sollten dabei  mit aller Kraft unterstützt werden. Die Grünen werden die letzte Woche  im Wahlkampf noch in ganz Österreich laufen, um den Klimaschutz zurück  ins Parlament zu bringen"", sagt Kogler.OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | FMBprintRückfragen & KontaktDie GrünenGabi Zornig0664 8317486presse@gruene.atStichworteGrüneUmweltKlimaChannelPolitikChronik"
"Ernst-Dziedzic: Außenministerium soll aufklären, wie viele ÖsterreicherInnen in der Türkei festsitzen",Grüne: Auch nach Zirngast-Freispruch zahlreiche Menschen von Repression betroffen,2019-09-19T13:37:57+02:00,https://www.ots.at/presseaussendung/OTS_20190919_OTS0169/ernst-dziedzic-aussenministerium-soll-aufklaeren-wie-viele-oesterreicherinnen-in-der-tuerkei-festsitzen,"Grüne: Auch nach Zirngast-Freispruch zahlreiche Menschen von Repression betroffenWien (OTS) -""Es ist nicht zu akzeptieren, dass Präsident Erdogan weiterhin Österreicherinnen und Österreicher festhält und mit unbegründeten Anklagen eindeckt"", kommentiert Ewa Ernst-Dziedzic, Grüne Bundesrätin und Kandidatin zur Nationalratswahl, die andauernden Inhaftierungen in der Türkei. ""Nach dem erfreulichen Freispruch von Max Zirngast sind weiterhin unzählige Menschen von Repression betroffen. Das zeigt sich auch am aktuellen Fall eines Vorarlbergers, der in der Türkei in Haft gehalten wird.""""Das Außenministerium ist hier gefordert. Dass dort nicht bekannt ist wie viele Personen inhaftiert sind oder an der Ausreise gehindert werden, ist äußerst problematisch"", führt Ernst-Dziedzic aus. ""Der Minister sollte rasch aktiv werden und sich für die Betroffenen stark machen. Dass mehrere Staatsbürger und Staatsbürgerinnen mit fadenscheinigen Argumenten des Terrorismus beschuldig werden, kann Österreich nicht einfach so hinnehmen.""OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | FMBprintRückfragen & KontaktDie GrünenFlorian Berger0660/7730311presse@gruene.atStichworteGrüneErnst-DziedzicRepressionTürkeiChannelPolitik"
Hammer: Grüne sind Klimaschutzpartei Nummer Eins,Grüne im Wahlprogrammcheck von Global 2000 auf Platz 1,2019-09-19T12:42:43+02:00,https://www.ots.at/presseaussendung/OTS_20190919_OTS0152/hammer-gruene-sind-klimaschutzpartei-nummer-eins,"Grüne im Wahlprogrammcheck von Global 2000 auf Platz 1Wien (OTS) -""Der Vergleich macht sicher: Die Grünen sind beim Klimaschutz Nummer Eins. Das ist das eindeutige Ergebnis des Wahlprogramm-Checks von Global 2000"", sagt Lukas Hammer, Spitzenkandidat der Grünen in Wien.Die detaillierte Analyse der Umweltorganisation zeigt ein eindeutiges Bild. ÖVP, SPÖ und FPÖ lehnen unisono eine sozial-ökologische Steuerreform ab. Beim Konzept der NEOS wird die Lenkungswirkung in Frage gestellt, weil ""andere Umweltsteuern im großen Stil abgeschafft"" würden.""Eine sozial-ökologische Steuerreform ist die wichtigste Maßnahme, um eine Wende in der Energie- und Klimapolitik zu erreichen. Darauf hat heute auch der ehemalige Präsident des Biomasseverbands in einem offenen Brief hingewiesen. ÖVP und SPÖ müssen ihre Blockadehaltung endlich aufgeben, wenn sie Klimaschutz wirklich ernst nehmen"", sagt Hammer.Als einzige Partei erteilen die Grünen klimaschädlichen Großprojekten wie Flughafenausbau oder neuen Autobahnen eine klare Absage: ""Mit einer Verkehrspolitik der 1970er Jahre wird die Energiewende nicht zu schaffen sein. Diese Erkenntnis hat sich bei den anderen Parteien leider noch nicht durchgesetzt. Deshalb ist es wichtig, bei der kommenden Wahl, den Klimaschutz wieder zurück ins Parlament zu bringen"", sagt Hammer.OTS-ORIGINALTEXT PRESSEAUSSENDUNG UNTER AUSSCHLIESSLICHER
INHALTLICHER VERANTWORTUNG DES AUSSENDERS - WWW.OTS.AT | FMBprintRückfragen & KontaktDie GrünenThomas Hohenberger0680 2455256presse@gruene.atStichworteGrüneUmweltKlimaChannelPolitikChronik"
